,language,None,coefficient,odds_ratio,p_value,ci_lower,ci_upper,n_observations
0,es,,0.21540141478248206,1.2403596957649543,0.0020009385766236462,1.081964112385187,1.4219438124306432,4240
1,fr,,0.19429041137142405,1.2144489215254541,0.0007447554090705409,1.0847810442138228,1.3596164782389224,4240
2,it,,0.3651885005036187,1.4407855713593198,1.5399452076068525e-16,1.3211010834909571,1.5713128151797557,4240
3,ar,,0.23799104788436848,1.2686978352443512,1.1024058616981094e-11,1.1844975792299004,1.358883483915753,4240
4,ru,,0.32113646321928757,1.3786937090391227,1.6831074304578713e-20,1.2882914172522058,1.4754397319499792,4240
5,uk,,0.2704008399044731,1.3104896420103211,3.458677941141598e-11,1.2097474031893967,1.4196212343904226,4240
6,he,,-0.3066375970017809,0.7359172512051791,1.3543646878803817e-10,0.6701609268557354,0.8081255992681452,4240
