,language,None,coefficient,odds_ratio,p_value,ci_lower,ci_upper,n_observations
0,ar,,0.32700110103367785,1.3868030040962736,5.5240950758085996e-24,1.3015353961237575,1.4776567567030487,4240
1,es,,0.6997380892768329,2.0132253531054793,8.393591359280305e-76,1.8688070224552804,2.16880409463662,4240
2,fr,,0.4954718892325652,1.6412725551934522,3.641795143055757e-39,1.5239387189425884,1.7676403696208776,4240
3,he,,0.016677222840564436,1.016817064027358,0.6214648545834078,0.9516857382151005,1.0864058377467558,4240
4,it,,0.6608040957476669,1.9363487183477397,2.295681000581589e-80,1.8086526118847308,2.073060539325887,4240
5,ru,,0.4544339297009347,1.5752814105790538,9.640254958861558e-45,1.4784126296698776,1.6784972427285358,4240
6,uk,,0.4216048885466675,1.5244060953699454,1.0158493744767464e-37,1.4293710115254536,1.6257598096389416,4240
