,language,coefficient,odds_ratio,p_value,ci_lower,ci_upper,n_observations,significance
0,es,0.6457454664315181,1.9074084083505245,1.2094469046766285e-101,1.7978946438385282,2.023592900014799,6348,***
1,fr,0.4676469961230006,1.5962338264912648,1.6903280709761143e-54,1.5048433513501736,1.6931745264707225,6348,***
2,it,0.6511862571010084,1.917814501237869,9.694754799261013e-116,1.8137098238660767,2.027894656995494,6348,***
3,ar,0.28167157027494133,1.3253433663417504,3.894590746911399e-27,1.2592301842028288,1.3949276794203271,6348,***
4,ru,0.472592426537507,1.6041474417935742,4.8174143188135436e-71,1.522902021299109,1.6897272306577733,6348,***
5,uk,0.416737387590891,1.5170040765250374,1.71457854045263e-54,1.4393541400892438,1.598843053350925,6348,***
6,he,-0.06389040912089998,0.9381078019562294,0.020577816764918776,0.888725046561312,0.9902345517280692,6348,*
