,language,coefficient,odds_ratio,p_value,ci_lower,ci_upper,n_observations,significance
0,es,0.1759466364448807,1.1923744276144046,1.5257308921291113e-05,1.1009920631816588,1.2913415302197282,6348,***
1,fr,0.14650911996199822,1.1577854897299764,4.672262295665601e-05,1.0789417249709548,1.2423907697752319,6348,***
2,it,0.4063266741796894,1.501292905989278,4.4543957761714387e-41,1.4148099863866972,1.5930622566002288,6348,***
3,ar,0.3306348061209223,1.3918514038703924,1.2105547238951254e-37,1.323262386236087,1.4639956146311497,6348,***
4,ru,0.6004792056756311,1.822992179308684,1.8289008188830665e-108,1.7285526573518986,1.9225914071439643,6348,***
5,uk,0.4946926072182638,1.6399940392375696,8.972369733171282e-78,1.5569912600953661,1.7274216738827561,6348,***
6,he,0.07157122107216464,1.0741946532719036,0.005722408681404139,1.0210244633677725,1.1301336985716404,6348,**
