,n,n_MASCULINE,n_FEMININE,skew_toward,p_value,language,model,significance
0,64,25,39,FEMININE,0.10342187831608088,es,gpt-4o,
1,51,27,24,MASCULINE,0.7797679305530743,fr,gpt-4o,
2,78,41,37,MASCULINE,0.7343420330298466,it,gpt-4o,
3,55,31,24,MASCULINE,0.4187541882690154,ar,gpt-4o,
4,151,140,11,MASCULINE,1.2192257795214979e-29,ru,gpt-4o,***
5,93,69,24,MASCULINE,3.3028941070359494e-06,uk,gpt-4o,***
6,169,1,168,FEMININE,4.5437000071567326e-49,he,gpt-4o,***
