3_digit_code;Name;Niveau;Männer;Frauen;Berufe
414;Physik;Experten;14.620;4.590;['Ingenieur/in - Baustoffe', 'Ingenieur/in - physikalische Technik', 'Ingenieur/in - Vorfertigung im Bauwesen', 'Physiker/in - Biophysik', 'Dipl.-Ing. (Uni) - Werkstoffentwicklung', 'Dipl.-Ing. - Werkstoffwissenschaft', 'Dipl.-Ing. (Uni) - Metallurgie/Werkstofftechn.(Hüttentechn.)', 'Physiker/in', 'Dipl.-Ing./Industriemechaniker/in - Mat.-u.Fertigungstechnik', 'Physiker/in - Astronomie/Astrophysik', 'Biophysiker/in', 'Ingenieur/in - Physik', 'Dipl.-Ing. - Physikingenieurwesen', 'Elektrophysiker/in', 'Dipl.-Ing. - Werkstofftechnik', 'Physiker/in - medizinische Physik', 'Werkstofforscher/in', 'Dipl.-Wirtschaftsphysiker/in (Uni)', 'Dipl.-Ing. - Physik', 'Ingenieur/in - Werkstofftechnik', 'Physiker/in - allgemeine Physik', 'Akustikphysiker/in', 'Dipl.-Ing. (FH) - Werkstofftechn. (Glas,Keramik,Bindemittel)', 'Dipl.-Physiker/in (Uni) - Medizinische Physik', 'Ingenieur/in - Baustoffprüfung', 'Dipl.-Ing. (FH) - Oberflächentechnik/Werkstoffkunde', 'Dipl.-Ing. - Allgemeine Physik', 'Planetologe/Planetologin', 'Dipl.-Ing. (Uni) - Entwicklung anorg.- nichtmetall. Werkst.', 'Dipl.-Ing. (Uni) - Werkstoffeinsatz', 'Weltraumphysiker/in', 'Ziegeleiingenieur/in', 'Radiophysiker/in', 'Kernphysiker/in', 'Atomphysiker/in', 'Biophysiker/in (Uni)', 'Werkstoffprüfingenieur/in', 'Wirtschaftsphysiker/in', 'Dipl.-Ing. (Uni) - Werkstoffwiss.(Glas,Keram,Steine,Bindem.)', 'Ingenieur/in - Materialwissenschaften', 'Astronom/in (Uni)', 'Akustiker/in', 'Dipl.-Ing. (Uni) - Baustoffe', 'Experimentalphysiker/in', 'Astro-/Weltraumphysiker/in (Uni)', 'Plasmaphysiker/in', 'Diplombiophysiker/in', 'Physikingenieur/in', 'Dipl.-Ing. (FH) - Physikalische Technik', 'Ingenieur/in - Glas, Keramik, Bindemittel', 'Zulassungsingenieur/in - Werkstoffe', 'Strahlenphysiker/in', 'Physiker/in - Wirtschaftsphysik', 'Ingenieur/in - Metallurgie', 'Astrophysiker/in, Astronom/in', 'Dipl.-Ing. (Uni) - Entwicklung metallischer Werkstoffe', 'Dipl.-Ing. (Uni) - Materialwissenschaften', 'Medizinphysiker/in', 'Dipl.-Physiker/in (Uni)', 'Baustoffprüfungsingenieur/in', 'Astrophysiker/in', 'Werkstoffingenieur/in', 'Dipl.-Ing. (Uni) - Silikattechnik']
414;Physik;Fachkraefte;14.640;5.140;['Baustoffprüfer/in - Bituminöse Massen', 'Werkstoffprüfer/in - Halbleitertechnik', 'Baustoffprüfer/in - Geotechnik', 'Projektassistent/in - Werkstoff-Labor', 'Laborassistent/in - Werkstoffprüfung', 'Physikalisch-technische/r Assistent/in', 'Betonprüfer/in', 'Baustoffprüfer/in - Mörtel- und Betontechnik', 'Werkstoffprüfer/in (mit Schwerpunkten)', 'Laborassistent/in - Physik', 'Physiklaborant/in', 'Werkstoffprüfer/in Baustoffe', 'Werkstoffassistent/in (Metallografie)', 'Rissprüfer/in', 'Gaswerkslaborant/in', 'Edelmetallprüfer/in', 'Baustoffprüfer/in - Boden', 'Metallograph/in', 'Wünschelrutengänger/in', 'Halbleiterprüfer/in', 'Werkstoffprüfer/in - Kunststofftechnik', 'Werkstoffprüfer/in - Metalltechnik', 'Laborant/in - Physik', 'Baustoffprüfer/in - Mörtel und Beton', 'Techn. Assistent/in - Metallografie/Werkstoffkunde', 'Werkstoffprüfer/in - Wärmebehandlungstechnik', 'Baustoffprüfer/in', 'Spektralprüfer/in', 'Röntgenkontrolleur/in (Metallprüfer/in)', 'Gleitschlifftechniker/in', 'Baustofflaborant/in', 'Materialprüfer/in', 'Laborant/in - Baustoffprüfung', 'Werkstoffprüfer/in Metall', 'Werkstoffprüfer/in - Systemtechnik', 'Baustoffprüfer/in - Asphalttechnik', 'Techn. Assistent/in - Metallografie/physik.Werkstoffanalyse']
414;Physik;Spezialisten;4.790;830;['Metallurgieingenieur/in (FS) - Werkstofft./Materialprüfung', 'Physiklaboratoriumstechniker/in', 'Techniker/in - Werkstofftechnik/B. Prof. Technik', 'Techniker/in - Laboratoriumstechnik der Physik', 'Techniker/in (staatl.gepr. ) - Werkstofftechnik (Erden)', 'Betontechnologe/in - Physiktechniker/in', 'Techniker/in - Physiktechnik/B. Prof. Technik', 'Physikotechniker/in', 'Bachelor of Science - Physik', 'Gastechniker/in', 'Physiktechniker/in', 'Techniker/in - Werkstofftechnik (Werkstoffprüftechnik)', 'Werkstofftechniker/in', 'Werkstoffprüftechniker/in', 'Betontechnologe/-technologin', 'Techniker/in (staatl.gepr. ) - Werkstofftechnik (Steine)']
421;Geologie, Geografie und Meteorologie;Experten;7.500;4.680;['Wetterforscher/in', 'Meeresforscher/in', 'Kohlepetrologe/-petrologin', 'Bodenkundler/in', 'Dipl.-Geologe/-Geologin (Uni)', 'Ingenieur/in - Geotechnik', 'Ingenieur/in - Bodenwissenschaften', 'Geograf/in', 'Geologische/r Sachverständige/r', 'Dipl.Geologe/-in/Dipl.Mineraloge/-in (Uni)-Mineral./Geochem.', 'Mineraloge/Mineralogin', 'Hydrogeologe/-geologin', 'Dipl.-Ing. (FH) - Rohstoffe und Geotechnik', 'Siedlungsgeograf/in', 'Dipl.-Ing. (Uni) - Geotechnik u. Bergbau', 'Meereswissenschaftler/in', 'Ozeanograf/in', 'Sedimentologe/Sedimentologin', 'Tektoniker/in', 'Diplomkristallograph/in (Uni)', 'Ingenieur/in - Geologie', 'Geoingenieur/in', 'Geotechnikingenieur/in', 'Verkehrsgeograf/in', 'Meeresgeologe/-geologin', 'Wasserkundler/in', 'Aerologe/Aerologin', 'Dipl.-Mineraloge/-Mineralogin (Uni)', 'Klimaforscher/in', 'Bodenwissenschaftler/in', 'Geophysiker/in - Energie- u. Wasserwirtschaft', 'Geophysiker/in ( Exploration)', 'Ingenieur/in - Rohstoffe und Geotechnik', 'Diplomhydrologe/-in', 'Geowissenschaftler/in', 'Prospektor/in', 'Wirtschaftsgeograf/in', 'Dipl.-Ing. (Uni) - Geowissenschaften', 'Dipl.-Geoökologe/-ökologin (Uni)', 'Erdwissenschaftler/in', 'Dipl.-Geograph/in (Uni)', 'Geologe/Geologin', 'Dipl.-Meteorologe/-Meteorologin (Uni)', 'Petrologe/Petrologin', 'Gletscherkundler/in', 'Industriegeograf/in', 'Geophysiker/in', 'Meereskundler/in', 'Sozialgeograf/in', 'Geochemiker/in', 'Wetterdienstbeamt(er/in) (höh. Dienst)', 'Geologieingenieur/in - Erkundungsgeologie', 'Klimatologe/Klimatologin', 'Paläontologe/Paläontologin', 'Dipl.-Ing. (FH) - Bodenwissenschaften', 'Kulturgeograf/in', 'Dipl.-Geophysiker/in (Uni)', 'Meteorologe/Meteorologin', 'Dipl.Geologe/-in/Dipl.Geophysiker/-in (Uni) - Geophysik', 'Meteorolog(e/in)( Kleinklimaforschung)', 'Glaziologe/Glaziologin', 'Hydrologe/Hydrologin', 'Gesteinskundler/in', 'Dipl.-Ing.(Uni) - Bergbau - Geotechnik']
421;Geologie, Geografie und Meteorologie;Fachkraefte;250;210;['Geologiefacharbeiter/in', 'Wetterdienstbeamt(er/in) (mittl. Dienst)', 'Beratungsassistent/in - Flugwetterd.(mittl. nichtt. Dienst)', 'Präparationstechnische/r Assistent/in - Geowissenschaften', 'Geologielaborant/in', 'Beamt(er/in) - Wetterdienst (mittl. Dienst)', 'Laborant/in - Geologie und Mineralogie', 'Technische/r Assistent/in - Meteorologie']
421;Geologie, Geografie und Meteorologie;Spezialisten;800;200;['Techniker/in - Geologietechnik/B. Prof. Technik', 'Wetterdiensttechniker/in', 'Geologietechniker/in', 'Geotechniker/in', 'Umweltgeologietechniker/in', 'Erkundungsgeologietechniker/in', 'Techniker/in - Erkundungsgeologie', 'Beamt(er/in) - Wetterdienst (geh. Dienst)', 'Hydrologietechniker/in', 'Meteorologietechniker/in', 'Flugwetterberater/in', 'Techniker/in - Geologietechnik (Erkundungsgeologie)', 'Meteorologieingenieur/in (FS)', 'Wetterdienstbeamt(er/in) (geh. Dienst)', 'Geologieingenieur/in (FS)']
422;Umweltschutztechnik;Experten;2.840;1.890;['Dipl.-Ing. (Uni) - Techn. Umweltschutz', 'Dipl.-Ing. - Verfahrens- und Umwelttechnik', 'Dipl.-Ing. (FH) - Umwelttechnik /Techn.Umweltschutz', 'Ingenieur/in - Umweltschutz/Umwelttechnik', 'Umweltschutzingenieur/in', 'Dipl.-Ing. (FH) - Umweltschutz']
422;Umweltschutztechnik;Fachkraefte;8.900;1.630;['Umweltschutztechnische/r Assistent/in - Landespflege', 'Wasserwerkslaborant/in', 'Schlotfeger/in', 'Umweltschutztechnische/r Assistent/in', 'Rauchfangkehrer/in', 'Kaminfeger/in', 'Assistent/in - Umweltschutztechnik', 'Wasser- und Bodenprobennehmer/in', 'Schornsteinfeger/in', 'Kaminkehrer/in']
422;Umweltschutztechnik;Spezialisten;3.360;980;['Umweltschutztechniker/in - Wasserver- und entsorgung', 'Umweltschutzlabortechniker/in', 'Chemietechniker/in - Umweltschutz', 'Techniker/in - Umweltschutzt. (o. Schwerp.)/B. Prof. Technik', 'Techniker/in - Umweltschutztechnik (Agrartechnik)', 'Umweltschutztechniker/in - Abwassertechnik', 'Umweltschutztechniker/in - Labortechnik', 'Umweltschutztechniker/in - Landschaftsökologie', 'Techniker/in - Umweltschutzt. (Landschaftsökologie)', 'Umweltschutztechniker/in - Verfahrenstechnik', 'Techniker/in - Umweltschutzt. (Wasserver- u. -entsorgung)', 'Labortechniker/in - umweltschutztechnische Messungen', 'Dipl.-Ing. (BA) - Umwelttechnik, Strahlenschutz', 'Techniker/in - Umweltschutzt. (Verf.tech.)/B. Prof. Technik', 'Umweltschutzverfahrenstechniker/in', 'Techniker/in - Umweltschutzt. (Labortechnik)', 'Techniker/in - Chemietechnik (Umweltschutz)']
423;Umweltmanagement und -beratung;Experten;5.780;4.700;['Immissionsschutzbeauftragte/r', 'Klimaschutzmanager/in', 'Umweltreferent/in', 'Betriebsbeauftragte/r - Gewässerschutz', 'Dekontreiniger/in', 'Dipl.-Umweltwissenschaftler/in (Uni)', 'Dipl.-Betriebswirt/in (FH) - Umweltökonomie', 'Umweltgeologe/-geologin', 'Betriebsbeauftragte/r - Abfall', 'Umweltschutzbeauftragte/r', 'Umwelt-Auditor/in', 'Betriebswirt/in (Hochschule) - Umweltschutz', 'Umwelt-Zertifizierer/in', 'Umweltbeauftrage/r', 'Störfallbeauftragte/r', 'Umweltgutachter/in', 'Umweltnaturwissenschaftler/in', 'Umweltökonomiebetriebswirt/in (Hochschule)', 'Strahlenschutzbeauftragte/r', 'Strahlenschutzingenieur/in', 'Betriebswirt/in (Hochschule) - Umweltökonomie', 'Umweltanalytiker/in', 'Umweltökologe/-ökologin', 'Sachverständige/r - Öko-Audit', 'Umweltanalytiker/in (Chemiker/in)', 'Gewässerschutzbeauftragte/r', 'Umweltchemiker/in', 'Umweltökonom/in', 'Betriebsbeauftragte/r - Immissionsschutz', 'Betriebswirt/in (Hochschule) - Umweltökologie', 'Umweltmanagementbeauftragte/r', 'Zertifizierer/in - Umweltmanagementsysteme', 'Betriebsbeauftragte/r - Strahlenschutz', 'Umweltmineraloge/-mineralogin', 'Betriebsbeauftragte/r - Umweltschutz', 'Emissionsschutzbeauftragte/r', 'Ingenieur/in - Strahlenschutz', 'Beamt(er/in) - Umweltverwaltung (höh. techn. Dienst)', 'Öko-Auditor/in', 'Gutachter/in - Umweltschutz', 'Umweltwissenschaftler/in', 'Geoökologe/-ökologin', 'Umweltbiologe/-biologin', 'Abfallbeauftragte/r']
423;Umweltmanagement und -beratung;Fachkraefte;890;1.220;['Kfm. Ass./Wirtschaftsassistent/in - Umweltschutz', 'Kaufmann/-frau in der Entsorgungs- u. Recyclingwirtschaft', 'Behörden-/Betriebsassistent/in - Agrarw. (Umweltsch./Land...', 'Behörden- und Betriebsassistent/in - Umweltberatung']
423;Umweltmanagement und -beratung;Spezialisten;6.910;3.310;['Umweltsachbearbeiter/in', 'Umweltschutzberater/in', 'Beamt(er/in) - Umweltverwaltung (geh. techn. Dienst)', 'Fachwirt/in - Energiewirtschaft/B. Prof. Energiewirtschaft', 'Techniker/in - Umweltschutzt./regen. Energ./B. Prof. Technik', 'Umweltberater/in - Handwerk', 'Fachkraft - Umweltschutz', 'Fachmann/-frau - Strahlenschutz', 'Energieberatungstechniker/in', 'Abfallberater/in', 'Fachkraft - Dekontam./Radioaktive Stoffe (Dekontfachkraft)', 'Fachwirt/in - Umweltschutz', 'Strahlenschutzfachkraft', 'Energiedatenmanager/in', 'Fachkraft für Umweltschutztechnik (staatl.gepr.)', 'Umweltschutzfachkraft', 'Energiewirtschaftler/in', 'Strahlenschutztechniker/in', 'Umweltschutzfachwirt/in - Handwerk', 'Gewässerschutztechniker/in', 'Strahlenschützer/in', 'Techn. Umweltfachwirt/in', 'Gebäudeenergieberater/in', 'Techniker/in - Gewässerschutz', 'Energiefachwirt/in', 'Umweltfachwirt/in', 'Energiefachberater/in', 'Fachwirt/in - Entsorgungswirtschaft', 'Strahlenschutzassistent/in', 'Kraftwerksmeister/in - Strahlenschutz', 'Fachmann/-frau - Gewässerschutz']
431;Informatik;Experten;39.900;11.530;['Informatiker/in', 'Informatiker/in (Hochschule) - allgemeine Informatik', 'Dipl.-Ing. (FH) - Geoinformatik', 'Medizinische(r) Informatiker/in (Arzt/Ärztin)', 'Dipl.-Ing. - Informatik', 'Informatiker/in (Hochschule) - Bioinformatik', 'Betriebswirt/in (Hochschule) - E-Business', 'Master of Science - Business Informatics', 'Streaming Engineer', 'E-Businessbetriebswirt/in (Hochschule)', 'Medieninformatiker/in', 'Bioinformatiker/in', 'Dipl.-Informatiker/in - Medizinische Informatik', 'Informationsmanager/in', 'E-Government-Consultant', 'Informatiker/in (Hochschule) - Ingenieurinformatik', 'Dipl.-Informatiker/in (Uni) - Geoinformatik', 'Dipl.-Betriebswirt/in/Dipl.-Kaufmann/-frau - E-Business', 'GIS-Entwickler/in', 'Data Engineer', 'Informatiker/in (Hochschule) - betriebliche Umweltinformatik', 'Informatiker/in (Hochschule) - angewandte Informatik', 'Dipl.-Informatiker/in', 'Dipl.-Informatiker/in (FH) - Ingenieurinformatik', 'Geo-Informationssystem-Entwickler/in', 'Informatiker/in (Hochschule) - Verwaltungsinformatik', 'Wirtschaftsinformatiker/in', 'Dipl.-Ing. (FH) - Bioinformatik', 'Business-Intelligence-Consultant', 'Verwaltungsinformatiker/in', 'Dipl.-Ing. - Technische Informatik', 'Dipl.-Verwaltungsinformatiker/in (FH)', 'Informatiker/in (Hochschule) - Umweltinformatik', 'Informatiker/in, Informatikassistent/in - Medizinökonomie', 'Dipl.-Ing. - Angewandte Informatik', 'Ingenieur/in - Mikroinformatik', 'Ingenieurinformatiker/in', 'Ingenieur/in - technische Informatik', 'Informatiker/in (Hochschule) - Medieninformatik', 'Informatiker/in (Hochschule) - Geoinformatik', 'SPS-Ingenieur/in', 'Dipl.-Informatiker/in (FH) - Allgemeine Informatik', 'Machine Learning Engineer', 'KI-Engineer', 'Informatiker/in (Hochschule)', 'Dipl.-Informatiker/in (FH) - Medizininformatik', 'IT-Professional (FH)', 'Dipl.-Informatiker/in - Bioinformatik', 'Elektroingenieur/in - technische Informatik', 'Informatiker/in (Hochschule) - Medizininformatik', 'Dipl.-Betriebswirt/in (FH) - Informationsmanagement', 'Dipl.Ing. (Uni) - Informationsverarbeitung/Theor.Informatik', 'Umweltinformatiker/in', 'Medieninformatiker/in (Hochschule)', 'Medizininformatiker/in', 'Informatiker/in (Hochschule) - Wirtschaftsinformatik', 'Geoinformatiker/in', 'KI-Prompter', 'Dipl.-Informatiker/in (FH) - Medieninformatik', 'Informatiker/in - angewandte Informatik', 'Dipl.-Ing. (FH) - Elektrotechnik (techn. Informatik)', 'Digital-Analyst/in', 'Dipl.-Informatiker/in - Informatik (Allg. Informatik)', 'Data Scientist', 'Wirtschaftsinformatiker/in (Hochschule)', 'Ingenieur/in - Elektrotechnik (technische Informatik)', 'Dipl.-Informatiker/in - Wirtschaftsinformatik']
431;Informatik;Fachkraefte;126.480;24.240;['Assistent/in - Datenverarbeitungstechnik', 'Fachkraft - SPS-Anwendung', 'Informatikkaufmann/-frau', 'Fachkraft - speicherprogrammierbare Steuerungstechnik', 'Fachkraft - speicherprogrammierbare Maschinensteuerung', 'Kaufmännische EDV-Fachkraft', 'CAD-Messplaner/in', 'Datenverarbeitungskaufmann/-frau', 'Informationstechnische/r Assistent/in', 'Assistent/in - Informatik (Medieninformatik)', 'Techn. Assistent/in - Informatik', 'Kfm. Ass./Wirtschaftsassistent/in - Informationsverarbeitung', 'DV-Assistent/in', 'Informatikassistent/in - Wirtschaftsinformatik', 'Technische/r Assistent/in - Informationstechnik', 'Techn. Assistent/in - Betriebsinformatik', 'Assistent/in - Informatik', 'Kfm. Ass./Wirtschaftsassistent/in - Betriebsinformatik', 'Informatikassistent/in - Betriebsinformatik', 'Assistent/in - Informatik (technische Informatik)', 'SPS-Techniker/in', 'Assistent/in - Automatisierungs- und Computertechnik', 'Assistent/in - Wirtschaftsinformatik', 'Kaufm. Assistent/in - Datenverarbeitung', 'Fachkraft - Steuerungtechnik', 'Wirtschaftsinformationsassistent/in (EDV)', 'Assistent/in - Informatik (Wirtschaftsinformatik)', 'Assistent/in - Informations- und Kommunikationstechnik', 'SPS-Programmierer/in', 'CAD-Organisator/in', 'Informations- und kommunikationstechnische/r Assistent/in', 'Industrietechnologe/-technologin - Datentechnik', 'Wirtschaftsassistent/in - Datenverarbeitung/Rechnungswesen', 'EDV-Fachmann/-frau', 'Technische/r Systeminformatiker/in', 'Wirtschaftsassistent/in - DV - Betriebswirtschaft', 'Assistent/in - Computertechnik', 'Wirtschaftsassistent/in Wirtschaft/DV - Datenbank/Programme.', 'Wirtschaftsassistent/in Text- u. Datenverarbeitung', 'DV-Kaufmann/-frau', 'Kaufm. Assistent/in - Informationsverarbeitung', 'EDV-Assistent/in', 'CAD-Analytiker/in', 'Kfm. Ass./Wirtschaftsassistent/in - E-Business Management', 'Wirtschaftsinformatik - Assistent/in', 'Informatikassistent/in - Medieninformatik', 'Technische/r Kommunikationsassistent/in', 'Informatikassistent/in - technische Informatik', 'Assistent/in - Informatik (Betriebsinformatik)', 'Fachberater/in - Integrierte Systeme', 'Assistent/in - Datentechnik', 'Fachinformatiker/in - Systemintegration', 'Techn. Assistent/in - Medieninformatik', 'Fachinformatiker/in - Daten- und Prozessanalyse', 'Wirtschaftsassistent/in - Informatik', 'Facharbeiter/in - Datenverarbeitung', 'Informatiker/in, Inform.Ass. - Wirtschaft', 'Fachkraft - SPS-Technik', 'Kaufmann/-frau - Digitalisierungsmanagement', 'Assistent/in - Informatik (allgemeine Informatik)', 'Assistent/in - Informationstechnik', 'Kaufm. Assistent/in - DV/Informationsverarbeitung', 'Informatikassistent/in - Wirtschaft', 'Wirtschaftsassistent/in - Datenverarbeitung', 'SPS-Fachkraft', 'Wirtschaftsassistent/in Schwerpunkt Wirtschaft, DV', 'Datentechnische/r Assistent/in', 'Techn. Assistent/in - Produktionsinformatik', 'Facharbeiter/in - Datenbereitstellung']
431;Informatik;Spezialisten;87.730;26.570;['Betriebswirt/in (BA) - Informationsmanagement', 'E-Commerce-Manager/-Assistent/in', 'Techniker/in - Informatiktechnik', 'Betriebswirt/in (staatl. gepr.) - Organisat./Datenverarb.', 'Embedded-Systems-Entwickler/in', 'Betriebswirt/in (staatl.gepr.) - Informationsverarbeitung', 'IT-System-Ökonom/in (VWA)', 'Dipl.-Wirtschaftsinformatiker/in (BA)', 'Informationsmanager/in (Bank)', 'Dipl.-Medieninformatiker/in (BA) - Digitale Medien', 'Web-Entwickler/in', 'Multimedia-Produktionsspezialist/in', 'E-Business-Ökonom/in (VWA)', 'Techniker/in - Mediensystemtechnik', 'Bachelor Professional - IT (Datenanalyse)', 'Datenverarbeitungsfachmann/-frau', 'IT-Multimediaentwickler/in', 'Entwickler/in - Datenvisualisierung', 'IT-Spezialist/in - Industriesystemtechnik', 'Dipl.-Fertigungsprozessinformatiker/in (BA)', 'Mediensystemtechniker/in', 'Multimediaentwickler/in', 'Techniker/in - Informatik (Betriebsinf.)/B. Prof. Technik', 'Online-Berater/in (E-Business)', 'Datentechniker/in', 'Informatiker/in (Weiterbildung)', 'Fachkaufmann/-frau - DV-Organisation/Datenkommunikation', 'Techniker/in - Informationssystemtechnik', 'Informatiker/in (staatl.gepr.) - Computer/Kommunik.technik', 'Ingenieur/in (FS) - Informationsverarbeitung', 'Techniker/in - Informatik (KI und Robotik)/B.Prof. Technik', 'Datenverarbeitungstechniker/in', 'Betriebswirt/in (Fachschule) - E-Business', 'Multimediaprogrammierer/in', 'Fachmann/-frau - Multimedia', 'Informatiker/in (staatl.gepr.)', 'Informatikfachwirt/in', 'Informatiktechniker/in - technische Informatik', 'Multimedia Developer (Multimediaentwickler/in)', 'Dipl.-Ing. (BA) - Informatik', 'Betriebswirt/in (Fachschule) - E-Government', 'Wirtschaftsinformatiker/in (BA)', 'Dipl.-Betriebswirt/in (BA) - Wirtschaftsinformatik', 'Berufsspezialist/in - Datenanalyse', 'Fachwirt/in - Informatik', 'Fachmann/-frau - digitale Wirtschaft', 'DV-Organisator/in', 'Web Developer', 'Dipl.-Ing. (BA) - Ingenieurinformat. (Netzw./Medient./Proj.)', 'Prozessmanager/in - RPA', 'Informatiker/in (staatl. gepr.) FR Multimedia', 'Informationsorganisator/in', 'Informatiker/in - CNC-Systemtechnik', 'Betriebswirt/in (Fachschule) - Infoverarb./B. Prof. Wirtsch.', 'EDV-Fachwirt/in', 'IT-Spezialist/in - digitale Wirtschaft', 'Techniker/in - technische Informatik', 'Betriebswirt/in - E-Business', 'ERP-Organisator/in', 'Wirtschaftler/in - Wirtschaftsinformatik', 'Informatiktechniker/in - Betriebsinformatik', 'Techniker/in - Informatik (Nachh. Digital.)/B. Prof. Technik', 'IT-Spezialist/in - Multimediaentwicklung', 'Mediafachmann/-frau', 'Dipl.-Informatiker/in (BA) - Angewandte Informatik', 'Wirtschaftsinformatiker/in (Fachschule)/B. Prof. Wirtsch.', 'Ökonom/in - Organisation und Datenverarbeitung in Ökonomie', 'Infotainment-Entwickler/in', 'Medienberater/in - EDV', 'Dipl.-Informatiker/in (BA)', 'Entwickler/in - digitale Wirtschaft', 'Multimediafachmann/-frau', 'Informatik-Betriebswirt/in VWA', 'Informationssystemtechniker/in', 'Industriesystemtechniker/in', 'Bachelor Professional - IT', 'Entwickler/in Digitale Medien', 'IT-Organisator/in', 'Fachwirt/in - Datenverarbeitung', 'Bachelor Professional - Betriebsinformatik', 'IT-Lizenzmanager/in', 'E-Marketing-Entwickler/in', 'Medien- und Informationssystemtechniker/in', 'Internettechnologe/-technologin', 'EDV-Betriebswirt/in (Fachschule)', 'IoT-Entwickler/in', 'Entwickler/in - Multimedia', 'IT-Fachwirt/in', 'Techniker/in - Medien- und Informationssysteme', 'Techniker/in - Informatik (tech.Informatik)/B. Prof. Technik']
432;IT-Systemanalyse,Anwenderber,IT-Vertrieb;Experten;115.660;36.170;['Systemarchitekt/in', 'Systemplaner/in (EDV)', 'Systemanalytiker/in', 'IT-Systemplaner/in', 'IT-Produktkoordinator/in', 'IT-Systemanalytiker/in', 'IT-Anwendungsberater/in', 'Anwendungsanalytiker/in (EDV)']
432;IT-Systemanalyse,Anwenderber,IT-Vertrieb;Fachkraefte;5.480;1.590;['IT-System-Kaufmann/-frau', 'Kaufmann/-frau - IT-System-Management', 'Kaufmann/-frau - Informations- und Telekommunikationssysteme', 'Vertriebsfachkraft (EDV)', 'Software-Verkäufer/in']
432;IT-Systemanalyse,Anwenderber,IT-Vertrieb;Spezialisten;62.280;21.010;['DV-Berater/in - IT-Consultant', 'Systemspezialist/in (EDV)', 'Systemservicespezialist/in', 'IT-Consultant', 'First-Level-Supporter/in', 'Anwendersoftwareberater/in', 'Berufsspezialist/in - IT-Beratung', 'IT-Vertriebsbeauftragte/r', 'Anwendungsberater/in', 'Systemberater/in (EDV)', 'Third-Level-Supporter/in', 'Fachberater/in - Vertrieb (Ausbildung)', 'IT-Berater/in', 'Account Manager/in IT', 'Wirtschaftsinformatiker/in - IT-Systeme', 'Elektrotechniker/in - Vertrieb (Datenverarbeitungstechnik)', 'ERP-Systembetreuer/in', 'Second-Level-Supporter/in', 'IT-Kundenbetreuer/in', 'Supportmitarbeiter/in - Informationstechnik', 'Anwendungssoftwareberater/in', 'DV-Produktbetreuer/in', 'IT-Ökonom/in', 'Computerservicetechniker/in', 'Support-Engineer (DV-Technik)', 'EDV-Berater/in', 'CRM-Consultant', 'DV-Berater/in', 'Softwareberater/in', 'ERP-Berater/in - ERP-Consultant', 'Anwendungssystemberater/in', 'Cloud-Consultant', 'Helpdesk-Administrator/in', 'Bachelor Professional - IT (IT-Beratung)', 'EDV-Support-Spezialist/in']
433;IT-Netzwerkt.,-Koord.,-Administr.,-Orga.;Experten;31.390;6.090;['DV-Revisor/in', 'IT-Sicherheitskoordinator/in', 'Fehleranalyst/in (EDV)', 'IT-Compliance-Consultant', 'Cyber-Security-Consultant', 'EDV-Revisor/in', 'Business-Continuity-Manager/in', 'IT-Forensiker/in', 'Fraud-Analyst/in', 'Netzplaner/in', 'Netzwerkkoordinator/in (EDV)', 'Ethical Hacker', 'Netzwerkplaner/in (EDV)']
433;IT-Netzwerkt.,-Koord.,-Administr.,-Orga.;Fachkraefte;780;120;['Fachinformatiker/in - Digitale Vernetzung']
