3_digit_code;Name;Niveau;Männer;Frauen;Berufe
723;Steuerberatung;Experten;11.750;14.660;['Dipl.-Betriebswirt/in (FH) - Steuern und Prüfungswesen', 'Leiter/in - Steuerwesen/Steuerkanzlei', 'Tax-Manager/in', 'Steuerbevollmächtigte/r', 'Steuerreferent/in', 'Steuerberater/in', 'Betriebswirt/in (Hochschule) - Steuern und Prüfungswesen']
723;Steuerberatung;Fachkraefte;31.600;106.360;['Steuerberatergehilfe/-gehilfin', 'Steuerberatungsgehilfe/-gehilfin', 'Steuersachbearbeiter/in', 'Mitarbeiter/in - Steuerwesen', 'Steuerfachgehilfe/-gehilfin', 'Gehilf(e/in) - wirtschafts- und steuerberatende Berufe', 'Steuerfachangestellte/r', 'Gehilf(e/in) - Buchprüfung und Steuerberatung', 'Fachgehilf(e/in) - steuer- und wirtschaftsberatende Berufe', 'Gehilf(e/in) - landwirtschaftliche Buchstellen', 'Steuergehilfe/-gehilfin']
723;Steuerberatung;Spezialisten;11.410;23.740;['Assistent/in - Steuerberatung', 'Betriebswirt/in (BA) - Steuern und Prüfwesen', 'Steuerassistent/in', 'Steuerberatungsassistent/in', 'Steuerfachwirt/in', 'Betriebswirt/in - Steuerwesen', 'Fachwirt/in - Steuer', 'Betriebswirt/in (Fachschule) - Steuern/B. Prof. Wirtsch.', 'Dipl.-Betriebswirt/in (BA) - Steuern und Prüfungswesen', 'Steuerpraktiker/in', 'Steuerbetriebswirt/in', 'Steuerfachmann/-frau']
731;Rechtsberatung, -sprechung und -ordnung;Experten;42.740;47.630;['Jurist/in - IT-Recht', 'Fachanwalt/-anwältin - Medienrecht', 'Mitarbeiter/in - Rechtsabteilung/Rechtsanwalt', 'Notar/in', 'Rechtsreferent/in (Kammern, Verbände)', 'Staatsanwalt/-anwältin', 'Jurist/in - öffentliches Recht', 'Fachanwalt/-anwältin - Versicherungsrecht', 'Fachanwalt/-anwältin - Steuerrecht', 'Fachanwalt/-anwältin - Erbrecht', 'Fachanwalt/-anwältin - Sozialrecht', 'Fachanwalt/-anwältin - Urheberrecht', 'Fachanwalt/-anwältin - Insolvenz- und Sanierungsrecht', 'Fachanwalt/-anwältin', 'Fachanwalt/-anwältin - Bank- und Kapitalmarktrecht', 'Fachanwalt/-anwältin - Vergaberecht', 'Fachanwalt/-anwältin - Transport- und Speditionsrecht', 'Vertragsjurist/in', 'Strafverteidiger/in', 'Fachanwalt/-anwältin - Handels- und Gesellschaftsrecht', 'Jurist/in - Europarecht', 'Dipl.-Wirtschaftsjurist/in/ -Arbeitsjurist (FH)', 'Fachanwalt/-anwältin - Bankrecht', 'Jurist/in', 'Dipl.-Jurist/in - Rechtswissenschaft-Justiz', 'Offizialverteidiger/in', 'Fachanwalt/-anwältin - Strafrecht', 'Fachanwalt/-anwältin - Kapitalmarktrecht', 'Patentanwalt/-anwältin', 'Dipl.-Jurist/in - Rechtswissenschaft-Wirtschaft', 'Jurist/in - allgemeine Rechtswissenschaften', 'Rechtsassessor/in', 'Wirtschafts- und Arbeitsjurist/in', 'Amtsrichter/in', 'Fachanwalt/-anwältin - Agrarrecht', 'Justiziar/in', 'Fachanwalt/-anwältin - Wohnungseigentumsrecht', 'Nur-Notar/in', 'Bezirksnotar/in', 'Fachanwalt/-anwältin - Verkehrsrecht', 'Dipl.-Sozialjurist/in (FH)', 'Jurist/in - Wirtschaftsrecht', 'Jurist/in - Informationsrecht', 'Oberstaatsanwalt/-anwältin', 'Rechtliche/r Berater/in', 'Sozialjurist/in', 'Richter/in', 'Jurist/in - Europäisches/Internationales Recht', 'Notarvertreter/in', 'Syndikus-Anwalt/-Anwältin', 'Insolvenzverwalter/in', 'Beamt(er/in) - Verfassungsschutz (höh. Dienst)', 'Rechtswissenschaftler/in', 'Verfassungsschutzbeamt(er/in) (höh. Dienst)', 'Informationsjurist/in', 'Amtsnotar/in', 'Fachanwalt/-anwältin - Informationstechnologierecht', 'Anwaltsnotar/in', 'Fachanwalt/-anwältin - Vereinsrecht', 'Fachanwalt/-anwältin - Arbeitsrecht', 'Fachanwalt/-anwältin - Verwaltungsrecht', 'Dipl.-Informationsjurist/in (FH)', 'Sozialrichter/in', 'Versicherungsjurist/in', 'Pflichtverteidiger/in', 'Öffentliche/r Notar/in', 'Verwaltungsrichter/in', 'Volljurist/in', 'Prozessbevollmächtigte/r', 'Verwaltungsjurist/in', 'Jurist/in - Verwaltung (höh. Dienst)', 'IT-Jurist/in', 'Wirtschaftsjurist/in', 'Vertragsberater/in', 'Europajurist/in', 'Fachanwalt/-anwältin - Medizinrecht', 'Fachanwalt/-anwältin - Sportrecht', 'Fachanwalt/-anwältin - Miet-/Wohnungseigentumsrecht', 'Verteidiger/in (Strafsachen)', 'Fachanwalt/-anwältin - internationales Wirtschaftsrecht', 'Fachanwalt/-anwältin - gewerblicher Rechtsschutz', 'Rechtsanwalt/Rechtsanwältin', 'Arbeitsjurist/in', 'Beamt(er/in) - Bundesnachrichtendienst (höh. Dienst)', 'Richternotar/in', 'Fachanwalt/-anwältin - Migrationsrecht', 'Corporate Counsel', 'Rechtsberater/in (Kammern, Verbände)', 'Fachanwalt/-anwältin - Urheber- und Medienrecht', 'Fachanwalt/-anwältin - Bau- und Architektenrecht', 'Fachanwalt/-anwältin - Mietrecht', 'Dipl.-Betriebsw./Dipl.-Kaufmann/-frau (FH) - Wirtsch./Recht', 'Jurist/in - Sozialrecht', 'Sozialrechtler/in', 'Fachanwalt/-anwältin - Familienrecht', 'Wirtschaftsrechtler/in', 'Notariatsvertreter/in', 'Referent/in - Rechtsfragen']
731;Rechtsberatung, -sprechung und -ordnung;Fachkraefte;6.080;76.930;['Patentanwaltsfachangestellte/r', 'Rechtsanwalts- und Notarfachangestellte/r', 'Anwaltsgehilfe/-gehilfin', 'Insolvenzsachbearbeiter/in', 'Rechtsbeistandsgehilfe/-gehilfin', 'Rechtsanwaltsgehilfe/-gehilfin', 'Notarfachangestellte/r', 'Patentanwaltsgehilfe/-gehilfin', 'Rechtsanwalts- und Notargehilfe/-gehilfin', 'Notargehilfe/-gehilfin', 'Patentanwaltssekretär/in', 'Notariatsassistent/in', 'Notariatssekretär/in', 'Anwaltssekretär/in', 'Rechtsanwaltsfachangestellte/r', 'Beamt(er/in) - Bundesnachrichtendienst (mittl. Dienst)', 'Beamt(er/in) - Verfassungsschutz (mittl. Dienst)', 'Rechtsanwaltssekretär/in', 'Patentsachbearbeiter/in']
731;Rechtsberatung, -sprechung und -ordnung;Spezialisten;6.490;12.660;['Leitende/r Notarmitarbeiter/in', 'Verfassungsschutzbeamt(er/in) (geh. Dienst)', 'Fachwirt/in - Notariat', 'Prozessagent/in', 'Anwaltsbürovorsteher/in', 'Beamt(er/in) - Verfassungsschutz (geh. Dienst)', 'Rechtsanwaltsbürovorsteher/in', 'Beauftragte/r - Datenschutz', 'Rechtsschutzbeauftragte/r', 'Fachschuljurist/in', 'Beamt(er/in) - Bundesnachrichtendienst (geh. Dienst)', 'Datenschutzbeauftragte/r', 'Rechts-Ökonom/in', 'Rechtsfachwirt/in', 'Beamt(er/in) - Bundesnachrichtendienst (geh. nichtt. Dienst)', 'Geldwäschebeauftragte/r', 'Inspektor/in - Notardienst', 'Notariatsvorsteher/in', 'Fachwirt/in - Recht', 'Rechtsbeistand', 'Bürovorsteher/in (Rechtsanwaltskanzlei/Notariat)', 'Notariatsbürovorsteher/in', 'Notarfachwirt/in']
732;Verwaltung;Experten;23.900;26.980;['Verwaltungsbetriebswirt/in', 'Dipl.-Verwaltungswissenschaftler/in (Uni)', 'Sozialversicherungsbetriebswirt/in (Hochschule)', 'Betriebswirt/in (Hochschule) - Gesundheitswesen', 'Beamt(er/in) - Bund (höh. Dienst)', 'Dipl.-Verwaltungswirt/in (FH)', 'Kulturreferent/in', 'Steuerbeamt(er/in) (höh. Dienst)', 'Beamt(er/in) - höherer technischer Dienst', 'Beamt(er/in) - Steuerverwaltung (höh. Dienst)', 'Dipl.-Kaufmann/frau (FH) - Krankenversicherungsmanagement', 'Sozialverwaltungswirt/in', 'Beamt(er/in) - Zolldienst (höh. Dienst)', 'Beamt(er/in) - Auswärtiger Dienst (höh.Dienst)', 'Betriebswirt/in - Krankenhaus', 'Dipl.-Betriebswirt/in/Dipl.-Kaufmann/-frau (FH)Verwaltungsm.', 'Sozialversicherungsbeamt(er/in) (höh. Dienst)', 'Betriebswirt/in - Krankenhausmanagement', 'Dipl.-Verwaltungsbetriebswirt/in (FH)', 'Justizverwaltungsbeamt(er/in) (höh. Dienst)', 'Verwaltungswissenschaftler/in', 'Beamt(er/in) - Kommunalverwaltung (höh. Dienst)', 'Krankenversicherungsbetriebswirt/in (Hochschule)', 'Kämmerer/Kämmerin', 'Beamt(er/in) - Bundesagentur für Arbeit (höh. Dienst)', 'Beamt(er/in) - höherer nichttechnischer Dienst', 'Beamt(er/in) - Bund (höh. techn. Dienst)', 'Dipl.-Verwaltungsökonom/in (FH)', 'Zollbeamt(er/in) (höh. Dienst)', 'Verwaltungsangestellte/r - höherer Dienst', 'Finanzkontrolleur/in', 'Dipl.-Finanzwirt/in (FH)', 'Caritaswissenschaftler/in (Uni)', 'Stadtkämmerer/-kämmerin', 'Finanzbeamt(er/in) (höh. Dienst)', 'Beamt(er/in) - Länder (höh. Dienst)', 'Beamt(er/in) - Allg. Innere Verwaltung (höh. Dienst)', 'Beamt(er/in) - Internationale Organisationen (höh.Dienst)', 'Beamt(er/in) - Justizverwaltung (höh. Dienst)', 'Verwaltungswirt/in', 'Verwaltungswirt/in / Verwaltungsbetriebswirt/in', 'Ökonom/in (Hochschule) - Zoll', 'Dipl.-Sozialwirt/in', 'Beamt(er/in) - Eisenbahn-Unfallkasse (höh. techn. Dienst)', 'Betriebswirt/in (Hochschule) - Krankenversicherung', 'Gesundheitsbetriebswirt/in', 'Betriebswirt/in (Hochschule) - Sozialversicherung', 'Aufsichtsperson (Unfallversicherung)', 'Ökonom/in (Hochschule) - Betriebsw. d. Gesundh.-/Sozialwes.', 'Beamt(er/in) - Sozialversicherung (höh. Dienst)']
732;Verwaltung;Fachkraefte;170.600;631.480;['Krankenhaussekretär/in', 'Beamt(er/in) - Kommunalverwaltung (mittl. Dienst)', 'Beamt(er/in) - Steuerverwaltung (mittl. Dienst)', 'Beamt(er/in) - Wehrverwaltung (mittl. Dienst)', 'Verwaltungsangestellte/r (mittl. Dienst) - staatl.Innenverw.', 'Verwaltungsangestellte/r (mittl. Dienst) - kirchl. Dienst', 'Sekretär/in - Gesundheitswesen', 'Sozial- und Gesundheitsassistent/in', 'Verwaltungsfachangestellte/r - HWK und IHK', 'Finanzkaufmann/-frau - Sozialversicherung (Arbei./Angest.)', 'Kaufmann/-frau - Gesundheitswesen', 'Beamt(er/in) - Länder (mittl. Dienst)', 'Assistent/in - Gesundheits- und Sozialwesen', 'Beamt(er/in) - Auswärtiger Dienst (mittl. Dienst)', 'Kaufmann/-frau - Spitäler/Kliniken/Heime', 'Finanzbeamt(er/in) (mittl. Dienst)', 'Wirtschaftskaufmann/-frau - Gesundheits- und Sozialwesen', 'Finanzkaufmann/-frau - Staatshaushalt', 'Verwaltungsfachangestellte/r - Kirchenverwalt. -ev. Kirche', 'Kirchenpfleger/in', 'Verwaltungsfachangestellte/r - Landesverwaltung', 'Beamt(er/in) - Allg. Innere Verwaltung (mittl. Dienst)', 'Beamt(er/in) - Justizverwaltung (mittl. Dienst)', 'Tierarztsekretär/in', 'Beamt(er/in) - mittlerer nichttechnischer Dienst', 'Beamt(er/in) - Sozialverwaltung (mittl. Dienst)', 'Finanzkaufmann/-frau - Steuern', 'Beamt(er/in) - Bund (mittl. Dienst)', 'Beamt(er/in) - Bergverwaltung (mittl. Dienst)', 'Beamt(er/in) - Kommunalverwaltung (mittl. techn. Dienst)', 'Zollbeamt(er/in) (mittl. Dienst)', 'Stationsassistent/in', 'Sachbearbeiter/in - Arbeitsförderung', 'Betriebswirtschaftliche/r Assistent/in Gesundheitswesen', 'Verwaltungsfachangestellte/r - Bundesverkehrsverwaltung', 'Zollsachbearbeiter/in', 'Verwaltungsangestellte/r - Krankenk.,Krankenhäuser, Kliniken', 'Justizangestellte/r', 'Beamt(er/in) - Länder (mittl. techn. Dienst)', 'Kassenangestellte/r - Landeskassenverwaltung', 'Sozialversicherungsfachangestellte/r - Landwirt. Sozialvers.', 'Sozialversicherungsfachangestellte/r - Rentenversicherung', 'Verwaltungsfachangestellte/r - Kirchenverwalt. -kath. Kirche', 'Finanzbearbeiter/in', 'Verwaltungsfachangestellte/r - Bundesverwaltung', 'Verwaltungsfachangestellte/r - Handwerksorganisation/IHK', 'Friedhofsverwalter/in', 'Sozialversicherungsfachangestellte/r - Unfallversicherung', 'Verwaltungsfachangestellte/r - Kommunalverwaltung', 'Gesundheitskaufmann/-frau', 'Finanzkaufmann/-frau - Steuern und Abgaben', 'Beamt(er/in) - Sozialversicherung (mittl. Dienst)', 'Steuerbeamt(er/in) (mittl. Dienst)', 'Beamt(er/in) - mittlerer technischer Dienst', 'Justizfachangestellte/r', 'Fachangestellte/r für Arbeitsmarktdienstleistungen', 'Verwaltungsfachangestellte/r - Allg. Innere Verw. - Bund', 'Beamt(er/in) - Zolldienst (mittl. Dienst)', 'Angestellte/r - Bundesanstalt für Arbeit', 'Krematoriumsverwalter/in', 'Medizinisch-kaufmännische/r Assistent/in', 'Justizverwaltungsbeamt(er/in) (mittl. Dienst)', 'Verwaltungsgehilfe/-gehilfin', 'Arztsekretär/in', 'Zahnarztsekretär/in', 'Beamt(er/in) - Justizdienst (mittl. Dienst)', 'Sozialversicherungsfachangestellte/r - Allg. Krankenversich.', 'Kaufm. Assistent/in - Sekretariat (Gesundheitswes.)', 'Rezeptionsmitarbeiter/in (Arztpraxis)', 'Fachangestellte/r für Arbeitsförderung', 'Praxissekretär/in (Arztpraxis)', 'Wehrverwaltungsbeamt(er/in) (mittl. Dienst)', 'Sozialversicherungsfachangestellte/r - Knappsch. Sozialvers.']
732;Verwaltung;Helfer;8.530;18.800;['Gemeindediener/in', 'Steuerbeamt(er/in) (einf. Dienst)', 'Beamt(er/in) - Zolldienst (einf. Dienst)', 'Beamt(er/in) - einfacher Dienst', 'Zollbeamt(er/in) (einf. Dienst)', 'Beamt(er/in) - Kommunalverwaltung (einfacher Dienst)', 'Verwaltungshelfer/in', 'Beamt(er/in) - Steuerverwaltung (einf.Dienst)']
732;Verwaltung;Spezialisten;42.760;89.510;['Verwaltungsangestellte/r - gehobener Dienst', 'Sozialwirt/in', 'OP-Manager/in', 'Steuerbeamt(er/in) (geh. Dienst)', 'Kassenleiter/in', 'Beamt(er/in) - Eisenbahn-Unfallkasse (geh. techn. Dienst)', 'Fachwirt/in - Gesundheitswesen', 'Verwaltungsfachwirt/in', 'Amtsanwalt/-anwältin', 'Standesbeamt(er/in)', 'Beamt(er/in) - Zolldienst (geh. Dienst)', 'Krankenhausmanager/in', 'Altenpflegefachwirt/in', 'Krankenpflegefachwirt/in', 'Fachwirt/in - Organisation u. Führung (Sozialpflege)', 'Fachwirt/in - Krankenpflege', 'Projektassistent/in - Gesundheitswesen', 'Beamt(er/in) - Allg. Innere Verwaltung (geh. Dienst)', 'Beamt(er/in) - gehobener nichttechnischer Dienst', 'Dipl.-Betriebswirt/in (BA) - Gesundheits-/Krankenhauswesen', 'Beamt(er/in) - Landwirt. Sozialversicherung (geh. Dienst)', 'Rechtspfleger/in', 'Betriebswirt/in (staatl. gepr.) - Medizin', 'Zahnmedizinische/r Verwaltungsassistent/in', 'Zollbeamt(er/in) (geh. Dienst)', 'Beamt(er/in) - Justizverwaltung (geh.Dienst)', 'Fachkaufmann/-frau - Verwaltung im Gesundheitswesen', 'Beamt(er/in) - Sozialversicherung (geh. Dienst)', 'Dipl.-Sozialwirt/in (BA)', 'Fachwirt/in - Organisation u. Führung (Sozial)', 'Beamt(er/in) - Kommunalverwaltung (geh. techn. Dienst)', 'Fachwirt/in - Verwaltung', 'Krankenkassenfachwirt/in', 'Betriebswirt/in (staatl. gepr.) - Schwerp.Gesundheitsökonomi', 'Fachwirt/in - Rehabilitationsmanagement', 'Betriebswirt/in (Fachschule) - Krankenkassen', 'Fachwirt/in - Sozialwesen', 'Medizin-Betriebswirt/in (staatl.gepr. )', 'Krankenkassenbetriebswirt/in (Fachschule)', 'Praxismanager/in', 'Sozialversicherungsbeamt(er/in) (geh. Dienst)', 'Fachwirt/in - Gesundheits- und Sozialwesen', 'Fachwirt/in - Zahnärztliches Praxismanagement', 'Beamt(er/in) - Bund (geh. Dienst)', 'Justizfachwirt/in', 'Finanzwirt/in', 'Beamt(er/in) - Länder (geh. Dienst)', 'Wehrverwaltungsbeamt(er/in) (geh. Dienst)', 'Beamt(er/in) - Versorgungsverwaltung (geh. Dienst)', 'Fachwirt/in - Gesetzl. Renten- und knappschaftl. Sozialvers.', 'Beamt(er/in) - Sozialverwaltung (geh. Dienst)', 'Berufsspezialist/in - gesetzliche Krankenversicherung', 'Betriebswirt/in (Fachschule) - Sozialwesen', 'Beamt(er/in) - Bundesagentur für Arbeit (geh. Dienst)', 'Fachwirt/in - Soziale Dienstleistungen', 'Beamt(er/in) - Bund (geh. techn. Dienst)', 'Finanzbeamt(er/in) (geh. Dienst)', 'Fachwirt/in - Sozialdienste', 'Beamt(er/in) - Wehrverwaltung (geh. Dienst)', 'Beamt(er/in) - Länder (geh. techn. Dienst)', 'Sozialfachwirt/in', 'Verwaltungsdipl.-Inhaber/in (VWA)', 'Betriebswirt/in (Fachschule) - Manag. Ges./B. Prof. Wirtsch.', 'Wirtschaftler/in - Kulturelle und Soziale Bereiche', 'Beamt(er/in) - Digitale Verwaltung (geh. Dienst)', 'Beamt(er/in) - Kommunalverwaltung (geh. Dienst)', 'Zollfahndungsbeamt(er/in)', 'Beamt(er/in) - gehobener technischer Dienst', 'Beamt(er/in) - Evang. Kirche (geh. Dienst)', 'Projektassistent/in - Soziales', 'Betriebswirt/in (Fachschule) - Verwaltung', 'Beamt(er/in) - Steuerverwaltung (geh. Dienst)', 'Betriebswirt/in (BA) - Verwaltung und Organisation', 'Fachwirt/in - Alten- und Krankenpflege', 'Fachwirt/in - Altenpflege', 'Sozialmanager/in', 'Dipl.-Betriebswirt/in - Krankenhausmanagement', 'Praxismanager/in - Zahnarztpraxis', 'Kassenverwalter/in', 'Zollfahnder/in', 'Beamt(er/in) - Auswärtiger Dienst (geh. Dienst)', 'Dipl.-Betriebswirt/in (BA) - Öffentliche Wirtschaft']
733;Medien-Dokumentations-Informationsdienst;Experten;4.460;12.810;['Bibliotheksbeamt(er/in) (höh. Dienst)', 'Dipl.-Dokumentar/in (FH)/Dipl.-Informationswirt/in (FH)', 'Dipl.-Informationswirt/in', 'Infobroker/in', 'Mediendokumentar/in', 'Medieninformationsmanager/in', 'Informationswirt/in', 'Diplombibliothekar/in (Uni)', 'Informations-Broker/in', 'Beamt(er/in) - wissenschaftliche Bibliotheken (h.Dienst)', 'Dokumentarwissenschaftler/in', 'Informationsvermittler/in', 'Wortdokumentar/in', 'Bibliothekar/in', 'Dokumentar/in', 'Infomanager/in', 'Beamt(er/in) - Bibliotheksdienst (höh. Dienst)', 'Pressedokumentar/in', 'Informationswissenschaftler/in', 'Internet-Scout', 'Archivar/in', 'Bibliothekar/in - wissenschaftlichen Bibliotheken (h.D.)', 'Dipl.-Bibliothekar/in (FH)', 'Archivbeamt(er/in) (höh. nichttechn. Dienst)', 'Bibliothekswissenschaftler/in', 'Buchwissenschaftler/in', 'Dokumentar/in (Uni) - wissenschaftlich', 'Medienarchivar/in', 'Dipl.-Archivar/in', 'Beamt(er/in) - Archivdienst (höh. Dienst)']
733;Medien-Dokumentations-Informationsdienst;Fachkraefte;8.860;29.850;['Bibliotheksassistent/in', 'Telemedizinische/r Assistent/in', 'Büchereiangestellte/r', 'Study-Nurse', 'Medizinische/r Dokumentar/in', 'Medizinische/r Dokumentationsassistent/in', 'Bibliotheksfacharbeiter/in', 'Assistent/in - Bibliotheken', 'Archivfachkraft', 'Telekommunikationselektroniker/in - Technisch. Dokumentation', 'Assistent/in - klinische Studien', 'Fachangestellte/r - Archiv', 'Registrator/in', 'Assistent/in - Technische Kommunikation', 'Dokumentationsassistent/in', 'Assistent/in - medizinische Dokumentation', 'Clinical Data Manager/in', 'Funkelektroniker/in - Technische Dokumentation', 'Fachangestellte/r für Medien- u. Info.Dienste - Bibliothek', 'Archivsachbearbeiter/in', 'Informations- und Dokumentationsassistent/in', 'Aktenverwalter/in', 'Dokumentationsfachkraft', 'Büchereigehilfe/-gehilfin', 'Fachangestellte/r für Medien- u. Info.Dienste - Med. Doku.', 'Kommunikationselektroniker/in - Dokumentation (Funktechnik)', 'Beamt(er/in) - Bibliotheksdienst (mittl. Dienst)', 'Assistent/in - Technische Dokumentation', 'Beamt(er/in) - Dokumentationsdienst (mittl. Dienst)', 'Beamt(er/in) - Bibliotheks-, Dokumentationsdienst (mittl.D.)', 'Klinische Kodierfachkraft', 'Beamt(er/in) - Archivdienst (mittl. Dienst)', 'Bildarchivfachkraft', 'Fachangestellte/r für Medien- u. Info.Dienste - Archiv', 'Fachangestellte/r für Medien- u. Info.Dienste - Bildagentur', 'Kommunikationselektroniker/in - Techn.Informa-/Dokumentation', 'Bibliothekssachbearbeiter/in', 'Assistent/in - Telemedizin', 'Fachangestellte/r für Medien- u. Info.Dienste - Info.u.Doku']
733;Medien-Dokumentations-Informationsdienst;Spezialisten;600;1.110;['Beamt(er/in) - Bibliotheksdienst (geh. Dienst)', 'Beamt(er/in) - Archivdienst (geh. Dienst)', 'Bibliotheksbeamt(er/in) (geh. Dienst)', 'Bibliothekar/in - Staatliche Allgemeinbibliotheken', 'Archivar/in (FS)', 'Informator/in', 'Beamt(er/in) - Bibliotheks-, Dokumentationsdienst (geh.Diens', 'Bibliothekar/in - Wissenschaftliche Bibliotheken', 'Fachwirt/in - Informationsdienste', 'Informationsfachwirt/in', 'Archivbeamt(er/in) (geh. nichttechn. Dienst)']
811;Arzt- und Praxishilfe;Fachkraefte;18.210;659.590;['Augenarztgehilfe/-gehilfin (Orthoptist/in)', 'Zahnarztfachhelfer/in', 'Zahnärztliche Helferin', 'Kinderarzthelfer/in', 'Zahnmedizinische/r Fachangestellte/r', 'Zahnarzthelfer/in - Laborarbeiten', 'Tierarzthelfer/in in Forschung u. Lehre', 'Orthoptist/in', 'Zahnarzthelfer/in', 'Arzthelfer/in - Laborarbeiten', 'Medizinische/r Fachangestellte/r', 'Tierarzthelfer/in (Büro u. Verwaltung)', 'Technische/r Sterilisationsassistent/in', 'HNO-Arzthelfer/in', 'Tiermedizinische/r Fachangestellte/r', 'Tierarzthelfer/in in Tierkliniken', 'Tierarzthelfer/in - Laborarbeiten', 'Medizinische/r Fachhelfer/in', 'Schiffsschwester/-pfleger', 'Therapeut/in - Sehstörungen', 'Sprechstundenhilfe (Zahnarztpraxis)', 'Sprechstunden-/Praxishelfer/in', 'Zahnarzthilfe - Kieferorthopädie', 'Werkpfleger/-schwester', 'Fachkraft - Medizinprodukteaufbereitung', 'Zahnarzthelfer/in (Büro u. Verwaltung)', 'Zahnarzthelfer/in (Öffentliches Gesundheitswesen)', 'Tierarzthelfer/in in Kleintierpraxen', 'Arzthelfer/in (Büro u. Verwaltung)', 'Zahnmedizinisch-technische/r Assistent/in', 'Zahnmedizinische/r Fachhelfer/in', 'Tiermedizinische/r Praxisassistent/in', 'Tierarzthelfer/in in Großtierpraxen', 'Dental-Fachkraft', 'Patientenmanager/in', 'Zahnarzthelfer/in (Assistenz am Behandlungsstuhl)', 'Medizinische/r Praxisassistent/in', 'Arzthelfer/in', 'Sprechstundenschwester', 'Tierarzthelfer/in', 'Coronatester/in', 'Zootechniker/in/Mechanisator/in - künstliche Besamung', 'Zootechniker/in/Mechanisator/in - Veterinärtechnik', 'Kieferorthopädische/r Helfer/in', 'Sprechstundenhelfer/in', 'Zahnarzthelfer/in - Oralchirurgie', 'Dentalassistent/in', 'Betriebskrankenschwester/-pfleger']
811;Arzt- und Praxishilfe;Spezialisten;1.830;29.670;['Arztfachhelfer/in - Gesundheitserziehung', 'Tierarztfachhelfer/in', 'Besamungstechniker/in', 'Kieferorthopädische/r Fachhelfer/in', 'Stomatologische Schwester', 'Arztfachhelfer/in', 'Zahnmedizinische/r Prophylaxeassistent/in', 'Zahnmedizinische/r Fachassistent/in', 'Prophylaxehelfer/in', 'Kastrierer/in', 'Praxisassistent/in (nicht ärztlich)', 'Beschneider/in (von Tieren)', 'Arbeitsmedizinische/r Fachassistent/in', 'Tierversuchstechniker/in', 'Besamungsbeauftragte/r', 'Tierzuchttechniker/in', 'Prophylaxeassistent/in', 'Agrarwirt/in - Besamungswesen', 'Arbeitsmedizinische/r Assistent/in', 'Medizinisch-technische/r Assistent/in - Arbeitsmedizin', 'Gruppenleiter/in (Besamungsstation)', 'Berufsspezialist/in - ambulante medizinische Versorgung', 'Fachagrarwirt/in - Besamungswesen', 'Dentalhygieniker/in/B. Prof. Dentalhygiene', 'Zahnmedizinische(r) Prophylaxehelfer/in', 'Rinderbesamer/in']
812;Medizinisches Laboratorium;Experten;4.900;5.040;['Arzt/Ärztin - Pathologie', 'Assistenzarzt/-ärztin (Uni) - Mikrob./Virol./Infektionsepid.', 'Assistenzarzt/-ärztin (Uni) - Radiologie', 'Arzt/Ärztin - Anatomie', 'Laborarzt/-ärztin', 'Facharzt/-ärztin - Strahlentherapie', 'Facharzt/-ärztin - Pathologie', 'Assistenzarzt/-ärztin (Uni) - Transfusionsmedizin', 'Facharzt/-ärztin - Radiologie', 'Arzt/Ärztin - Laboratoriumsmedizin', 'Neuropathologe/-pathologin', 'Gerichtsmediziner/in', 'Rechtsmediziner/in', 'Arzt/Ärztin - Radiologie', 'Facharzt/-ärztin - Anatomie', 'Ingenieur/in - Kardiotechnik', 'Arzt/Ärztin - Nuklearmedizin', 'Assistenzarzt/-ärztin (Uni) - Nuklearmedizin', 'Facharzt/-ärztin - Nuklearmedizin', 'Röntgenologe/Röntgenologin', 'Facharzt/-ärztin - Mikrobiol./Virolog./Infektionsepi.', 'Laboratoriumsmediziner/in', 'Strahlentherapeut/in', 'Facharzt/-ärztin - Neuropathologie', 'Assistenzarzt/-ärztin (Uni) - Anatomie', 'Dipl.-Molekularmediziner/in (Uni)', 'Arzt/Ärztin - Blutspende- und Transfusionswesen', 'Assistenzarzt/-ärztin (Uni) - Laboratoriumsmedizin', 'Arzt/Ärztin - Biochemie', 'Pathologe/Pathologin', 'Facharzt/-ärztin - Laboratoriumsmedizin', 'Transfusionsmediziner/in', 'Assistenzarzt/-ärztin (Uni) - Neuropathologie', 'Nuklearmediziner/in', 'Radiologe/Radiologin', 'Assistenzarzt/-ärztin (Uni) - Biochemie', 'Facharzt/-ärztin - Rechtsmedizin', 'Facharzt/-ärztin - Transfusionsmedizin', 'Assistenzarzt/-ärztin (Uni) - Rechtsmedizin', 'Assistenzarzt/-ärztin (Uni) - Pathologie', 'Assistenzarzt/-ärztin (Uni) - Strahlentherapie', 'Infektologe/Infektologin (Facharzt/-ärztin)', 'Facharzt/-ärztin - Biochemie']
