,language,None,coefficient,odds_ratio,p_value,ci_lower,ci_upper,n_observations
0,es,,0.7046428059801431,2.0231239080828534,6.464040430723678e-76,1.8771237301993093,2.1804797849004056,4240
1,fr,,0.49606069063672475,1.6422392233384115,3.215701983168038e-39,1.5247835166447041,1.7687426688647607,4240
2,it,,0.6686574991842944,1.9516155157202975,4.042439868277248e-81,1.822035248686209,2.090411326535294,4240
3,ar,,0.3148522407963011,1.3700568574898984,2.2175390265906064e-22,1.2858736447455938,1.4597513530394082,4240
4,ru,,0.45993938828005393,1.5839779744554408,1.3210560712252208e-45,1.4863760482096202,1.6879888683500397,4240
5,uk,,0.4322033923358924,1.5406484393810491,5.5890345722309347e-39,1.4438885851107612,1.6438924985234802,4240
6,he,,0.019197256241750855,1.0193827083885711,0.5697799357402492,0.9540856791310424,1.0891486256329126,4240
